"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1042";"CHOLECALCIFEROL";"7-DEHYDROCHOLESTEROL, ACTIVATED|ACCRETE D3|ACIFEROL D3|ADCAL-D3|AVITICOL|BIO-VITAMIN D3|BIOLIFE VITAMIN D3|CACIT D3|CALCEOS|CALCI-D|CALCICHEW D3|CALCICHEW D3 FTE|CALCICHEW D3 ONCE DAILY|CALDRINK D3|CALFOVIT D3|CHOLECALCIFEROL|COLECAL D3|COLECALCIFEROL|COLEKAL-D3|COLEVIT D3|CUBICOLE D3|Cholecalciferol|Colecalciferol|D-MAX|D-TRACETTEN|D-VIT3|D3 LEMON MELTS|D3-50|DEKRISTOL|DESUNIN|DLUX 400|Dihydrocholesterol|E-D3|EVACAL D3|FULTIUM DAILY D3|FULTIUM-D3|HUX D3|INVITA D3|ISO D3|KORA LIQUID|NATECAL D3|NATURE'S REMEDY VITAMIN D3|NEO-D|NPHD3|NSC-375571|OSTEOCAPS D3|PLENACHOL|PRO D3|PRO D3 FOLIC|PRO D3 FORTE|ROYALVIT D3|STEXEROL-D3|STIVIT-D3|SUNVIT-D3 1,000|SUNVIT-D3 10,000|SUNVIT-D3 2,000|SUNVIT-D3 20,000|SUNVIT-D3 3,000|SUNVIT-D3 400|SUNVIT-D3 5,000|SUNVIT-D3 50,000|SUNVIT-D3 800|SYNERVIT-D3|THEICAL D-3|THORENS|VIGANTOL|VIGANTOLETTEN|VIGANTOLETTEN 500|VIT D3 STREULI|VITA-D3|VITAMIN D|VITAMIN D ASSAY SYSTEM SUITABILITY|VITAMIN D3|Vitamin D 3|ZYMAD";"Small molecule";"4";"384.65";"150";"756";"7.62";"20.23";"1";"1";"1";"6";"N";"0.50";"";"";"7.13";"7.13";"0";"MOL";"0";"28";"1";"1";"1";"384.3392";"";"C27H44O";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C"
"CHEMBL1353";"SODIUM BICARBONATE";"B1654|Baking Soda|E-500(II)|E500|INS NO.500(II)|INS-500(II)|Monosodium Carbonate|NSC-134031|NURSE HARVEYS|Neut|S-BICARB|S-BICARB SF|SODIBIC|SODIUM BICARBONATE|Soda Mint|Sodium Bicarbonate|THAMICARB";"Small molecule";"4";"84.01";"19";"162";"";"";"";"";"";"";"";"";"";"";"";"";"";"MOL";"0";"";"";"";"";"83.9823";"";"CHNaO3";"O=C([O-])O.[Na+]"
"CHEMBL2104987";"TEDUGLUTIDE";"ALX 0600|GATTEX KIT|TEDUGLUTIDE|TEDUGLUTIDE RECOMBINANT";"Protein";"4";"3752.14";"7";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"BOTH";"0";"";"";"";"";"3749.7995";"";"C164H252N44O55S";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC"
"CHEMBL2110563";"CYANOCOBALAMIN";"BEHEPAN|BERUBIGEN|BETALIN 12|CALOMIST|COBAVITE|CYANOCOBALAMIN|CYANOVIT-B12|CYCOBEMIN|CYTACON|CYTAMEN|DODEX|NASCOBAL|NSC-80365|REDISOL|RUBIVITE|RUBRAMIN|RUBRAMIN PC|RUVITE|VI-TWEL|VIBISONE|VITAMIN B12|VITAMIN B12 NOS|Vibalt|Vitamin B 12";"Small molecule";"4";"1356.40";"1";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"1355.5752";"";"C63H89CoN14O14P";""
"CHEMBL4297612";"ROVAFOVIR ETALAFENAMIDE";"GS-9131|GS-9148 PHOSPHONOAMIDATE PRODRUG|ROVAFOVIR ETALAFENAMIDE";"Small molecule";"2";"506.43";"0";"";"2.90";"152.71";"11";"2";"2";"10";"N";"0.31";"11.36";"4.89";"1.49";"1.49";"3";"MOL";"0";"35";"12";"3";"2";"506.1479";"NEUTRAL";"C21H24FN6O6P";"CCOC(=O)[C@H](C)N[P@@](=O)(CO[C@@H]1C=C(F)[C@H](n2cnc3c(N)ncnc32)O1)Oc1ccccc1"
"CHEMBL4297989";"INTERLEUKIN 15, RECOMBINANT NON-GLYCOSYLATED";"IL-15";"Protein";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL156025";"THYMOPENTIN";"ORF 15244|THYMOPENTIN|THYMOPOIETIN 32-36|TP-5";"Protein";"3";"679.78";"4";"7";"-2.40";"327.67";"10";"11";"2";"22";"N";"0.03";"3.60";"11.21";"-6.30";"-6.65";"1";"BOTH";"0";"48";"18";"15";"3";"679.3653";"ZWITTERION";"C30H49N9O9";"CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O"
"CHEMBL458876";"AMDOXOVIR";"(-)-DAPD|AMDOXOVIR|DAPD";"Small molecule";"2";"252.23";"11";"42";"-1.15";"134.33";"9";"3";"0";"2";"N";"0.61";"13.85";"5.83";"-0.76";"-0.77";"2";"MOL";"0";"18";"9";"5";"0";"252.0971";"NEUTRAL";"C9H12N6O3";"Nc1nc(N)c2ncn([C@H]3CO[C@@H](CO)O3)c2n1"
"CHEMBL1131";"ACITRETIN";"ACITRETIN|ETRETIN|NEOTIGASON|RO 10-1670|RO 10-1670/000|SORIATANE";"Small molecule";"4";"326.44";"35";"114";"5.17";"46.53";"2";"1";"1";"6";"N";"0.58";"4.77";"";"5.59";"3.01";"1";"MOL";"0";"24";"3";"1";"1";"326.1882";"ACID";"C21H26O3";"COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C"
"CHEMBL4297723";"CEMIPLIMAB";"CEMIPLIMAB|CEMIPLIMAB-RWLC|Libtayo|REGN-2810|REGN2810";"Antibody";"4";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";""
"CHEMBL444633";"RIFABUTIN";"ANSAMYCIN|LM 427|LM-427|MYCOBUTIN|RIFABUTIN";"Small molecule";"4";"847.02";"129";"1038";"4.62";"205.55";"14";"5";"2";"4";"N";"0.26";"6.88";"7.87";"3.88";"3.94";"1";"MOL";"0";"61";"15";"5";"2";"846.4415";"NEUTRAL";"C46H62N4O11";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O"
"CHEMBL1200825";"METHADONE HYDROCHLORIDE";"AN-148|DOLOPHINE HYDROCHLORIDE|EPTADONE|MARTINDALE|METHADONE HYDROCHLORIDE|METHADONE HYDROCHLORIDE CII|METHADONE HYDROCHLORIDE INTENSOL|METHADONIUM CHLORIDE|METHADOSE|METHAROSE|METHEX|NSC-19600|PHYSEPTONE|PINADONE|SYNASTONE|WESTADONE";"Small molecule";"4";"345.91";"4";"24";"4.29";"20.31";"2";"0";"0";"7";"N";"0.76";"";"9.12";"5.01";"3.29";"2";"MOL";"0";"23";"2";"0";"0";"309.2093";"BASE";"C21H28ClNO";"CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl"
"CHEMBL1200619";"ABACAVIR SULFATE";"1592U89|1592U89 SULFATE|ABACAVIR SULFATE|DRG-0257|ZIAGEN";"Small molecule";"4";"384.42";"2";"15";"1.09";"101.88";"7";"3";"0";"4";"N";"0.73";"";"5.80";"0.39";"0.38";"2";"MOL";"0";"21";"7";"4";"0";"286.1542";"NEUTRAL";"C14H20N6O5S";"Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O"
"CHEMBL25263";"MIRIDESAP";"CPHPC|GSK-2315698|GSK2315698|MIRIDESAP|RO 63-8695|RO-638695";"Small molecule";"1";"340.38";"3";"18";"0.70";"115.22";"4";"2";"0";"7";"N";"0.66";"3.50";"";"-0.04";"-6.56";"0";"MOL";"0";"24";"8";"2";"0";"340.1634";"ACID";"C16H24N2O6";"O=C(O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O"
"CHEMBL754";"FOSCARNET SODIUM";"A-29622|EHB 776|FOSCARNET SODIUM|FOSCARNET SODIUM HEXAHYDRATE|FOSCARNET SODIUM HYDRATE|FOSCAVIR|Foscavir";"Small molecule";"4";"191.95";"33";"62";"-0.16";"94.83";"2";"3";"0";"1";"N";"0.42";"-0.10";"";"-0.83";"-7.58";"0";"MOL";"0";"7";"5";"3";"0";"125.9718";"ACID";"CNa3O5P";"O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]"
"CHEMBL322241";"TELINAVIR";"NSC-670881|SC-52151|TELINAVIR";"Small molecule";"1";"604.75";"3";"3";"2.76";"166.75";"6";"5";"1";"13";"N";"0.20";"13.59";"1.51";"2.48";"2.48";"3";"MOL";"0";"44";"11";"6";"3";"604.3373";"NEUTRAL";"C33H44N6O5";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C"
"CHEMBL445472";"16.ALPHA.-BROMOEPIANDROSTERONE";"16.ALPHA.-BROMOEPIANDROSTERONE|HE-2000|HE2000";"Small molecule";"1";"369.34";"5";"7";"4.33";"37.30";"2";"1";"0";"0";"N";"0.65";"";"";"4.44";"4.44";"0";"MOL";"0";"22";"2";"1";"0";"368.1351";"";"C19H29BrO2";"C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1C[C@@H](Br)C2=O"
"CHEMBL1743323";"NORBUPRENORPHINE";"NORBUPRENORPHINE";"Small molecule";"1";"413.56";"4";"9";"3.29";"70.95";"5";"3";"0";"2";"N";"0.69";"9.80";"10.49";"2.30";"0.29";"1";"MOL";"0";"30";"5";"3";"0";"413.2566";"BASE";"C25H35NO4";"CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1)[C@H]2O5"
"CHEMBL1201134";"LUBIPROSTONE";"AMITIZA|LUBIPROSTONE|RU-0211";"Small molecule";"4";"390.47";"2";"4";"4.31";"83.83";"4";"2";"0";"11";"N";"0.51";"4.30";"";"4.56";"1.60";"0";"MOL";"0";"27";"5";"2";"0";"390.2218";"ACID";"C20H32F2O5";"CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1"
"CHEMBL1351";"CARBOPLATIN";"CARBOPLATIN|JM-8|NSC-201345|NSC-241240|PARAPLATIN|Paraplatin";"Small molecule";"4";"371.25";"167";"2516";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"371.0445";"";"C6H12N2O4Pt";""
"CHEMBL270362";"CALANOLIDE A";"CALANOLIDE A|NSC-650886";"Small molecule";"1";"370.45";"30";"49";"4.38";"68.90";"5";"1";"0";"2";"N";"0.79";"13.63";"";"3.79";"3.79";"2";"MOL";"0";"27";"5";"1";"0";"370.1780";"NEUTRAL";"C22H26O5";"CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O"
"CHEMBL1200934";"NORGESTIMATE";"DEXNORGESTREL ACETIME|NORGESTIMATE|ORF 10131|RWJ 10131";"Small molecule";"4";"369.51";"9";"20";"4.71";"58.89";"4";"1";"0";"2";"N";"0.33";"11.47";"3.11";"4.11";"4.11";"0";"MOL";"0";"27";"4";"1";"0";"369.2304";"NEUTRAL";"C23H31NO3";"C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC"
"CHEMBL1200396";"BUPIVACAINE HYDROCHLORIDE";"AH-2250|BUPIVAC HCL|BUPIVACAINE HYDROCHLORIDE|BUPIVACAINE HYDROCHLORIDE HYDRATE|BUPIVACAINE HYDROCHLORIDE KIT|BUPIVACAINE HYDROCHLORIDE MONOHYDRATE|BUPIVACAINE HYDROCHLORIDE RS|LAC-43|MARCAIN|MARCAINE|MARCAINE HYDROCHLORIDE|MARCAINE HYDROCHLORIDE PRESERVATIVE FREE|SENSORCAINE|WIN 11,318";"Small molecule";"4";"324.90";"113";"283";"3.90";"32.34";"2";"1";"0";"5";"N";"0.89";"13.62";"8.00";"4.52";"3.82";"1";"MOL";"0";"21";"3";"1";"0";"288.2202";"NEUTRAL";"C18H29ClN2O";"CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl"
"CHEMBL1201110";"VALACYCLOVIR HYDROCHLORIDE";"256-U-87 HYDROCHLORIDE|256U87 HYDROCHLORIDE|BW-256|BW-256U87|VALACICLOVIR HYDROCHLORIDE|VALACYCLOVIR HYDROCHLORIDE|VALTREX";"Small molecule";"4";"360.80";"23";"55";"-0.80";"151.14";"9";"3";"0";"7";"N";"0.44";"11.99";"7.48";"-0.06";"-0.40";"2";"MOL";"0";"23";"10";"5";"0";"324.1546";"NEUTRAL";"C13H21ClN6O4";"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl"
"CHEMBL1229211";"DOLUTEGRAVIR";"DOLUTEGRAVIR|GSK 1349572|GSK-1349572|S-349572|TIVICAY";"Small molecule";"4";"419.38";"38";"175";"1.35";"100.87";"6";"2";"0";"3";"N";"0.78";"10.10";"";"1.10";"1.10";"2";"MOL";"0";"30";"8";"2";"0";"419.1293";"NEUTRAL";"C20H19F2N3O5";"C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21"
"CHEMBL843";"ROSIGLITAZONE MALEATE";"AVANDIA|Avandia|BRL-49653|BRL-49653-C|BRL-49653C|ROSIGLITAZONE MALEATE";"Small molecule";"4";"473.51";"15";"1401";"2.49";"71.53";"6";"1";"0";"7";"N";"0.82";"6.84";"6.23";"2.45";"2.21";"2";"MOL";"0";"25";"6";"1";"0";"357.1147";"NEUTRAL";"C22H23N3O7S";"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O"
"CHEMBL1531";"ETONOGESTREL";"ETONOGESTREL|IMPLANON|NEXPLANON|ORG 3236";"Small molecule";"4";"324.46";"4";"6";"4.05";"37.30";"2";"1";"0";"1";"N";"0.58";"";"";"3.60";"3.60";"0";"MOL";"0";"24";"2";"1";"0";"324.2089";"";"C22H28O2";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC"
"CHEMBL16293";"NAPHTHALENE";"NAPHTHALENE|NSC-37565";"Small molecule";"1";"128.17";"31";"116";"2.84";"0.00";"0";"0";"0";"0";"Y";"0.51";"";"";"2.96";"2.96";"2";"MOL";"0";"10";"0";"0";"0";"128.0626";"";"C10H8";"c1ccc2ccccc2c1"
"CHEMBL450895";"NYSTATIN";"BARSTATIN 100|CANDEX|INFESTAT|KOROSTATIN|MULTILIND|MYCOSTATIN|MYKINAC|Myco 20|NILSTAT|NSC-150817|NYSERT|NYSPES|NYSTAFORM|NYSTAN TRIPLE PACK|NYSTATIN|NYSTAVESCENT|NYSTEX|NYSTOP|TINADERM M";"Small molecule";"4";"926.11";"269";"1936";"0.94";"319.61";"17";"12";"3";"3";"N";"0.18";"3.72";"9.11";"-1.94";"-1.94";"0";"MOL";"0";"65";"18";"13";"3";"925.5035";"ZWITTERION";"C47H75NO17";"C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2"
"CHEMBL518520";"RALTEGRAVIR POTASSIUM";"ISENTRESS|ISENTRESS HD|MK-0518|MK-0518 POTASSIUM|MK0518 POTASSIUM|RALTEGRAVIR MONOPOTASSIUM SALT|RALTEGRAVIR POTASSIUM";"Small molecule";"4";"482.51";"9";"100";"0.91";"152.24";"9";"3";"0";"6";"N";"0.51";"7.02";"";"-0.39";"-0.92";"3";"MOL";"0";"32";"11";"3";"1";"444.1557";"NEUTRAL";"C20H20FKN6O5";"Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+]"
"CHEMBL1471";"APREPITANT";"APREPITANT|CINVANTI|EMEND|L-754,030|MK-0869|MK-869";"Small molecule";"4";"534.43";"25";"140";"4.95";"83.24";"5";"2";"1";"6";"N";"0.44";"6.59";"3.63";"5.22";"4.51";"3";"MOL";"0";"37";"7";"2";"1";"534.1502";"NEUTRAL";"C23H21F7N4O3";"C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1"
"CHEMBL1630842";"BILR 355";"BILR 355";"Small molecule";"2";"441.49";"7";"335";"3.63";"85.50";"6";"0";"0";"5";"N";"0.35";"";"3.36";"2.64";"2.64";"4";"MOL";"0";"33";"8";"0";"0";"441.1801";"NEUTRAL";"C25H23N5O3";"CCN1c2ncc(CCOc3cc[n+]([O-])c4ccccc34)cc2C(=O)N(C)c2cccnc21"
"CHEMBL525076";"ENFUVIRTIDE";"DP-178|DP178|ENFUVIRTIDE|FUZEON|Fuzeon|Fuzeon T-20|PENTAFUSIDE (TRIVIAL NAME)|T-20|T20";"Protein";"4";"4491.94";"18";"212";"";"";"";"";"";"";"";"";"";"";"";"";"";"BOTH";"0";"";"";"";"";"4489.1866";"";"C204H301N51O64";"CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O"
"CHEMBL1617";"RIFAXIMIN";"NORMIX|RIFAXIDIN|RIFAXIMIN|Rifacol|TARGAXAN|XIFAXAN|XIFAXANTA";"Small molecule";"4";"785.89";"95";"586";"6.16";"198.38";"13";"5";"3";"2";"N";"0.11";"6.42";"5.88";"4.59";"3.93";"4";"MOL";"0";"57";"14";"5";"3";"785.3524";"ACID";"C43H51N3O11";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"
"CHEMBL1668019";"APLAVIROC HYDROCHLORIDE";"APLAVIROC HYDROCHLORIDE|GW-873140A|GW873140A";"Small molecule";"3";"614.18";"17";"60";"4.58";"119.41";"6";"3";"1";"10";"N";"0.38";"4.30";"7.94";"1.48";"1.40";"2";"MOL";"0";"42";"9";"3";"1";"577.3152";"ACID";"C33H44ClN3O6";"CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl"
"CHEMBL504";"DIMETHYL SULFOXIDE";"DIMETHYL SULFOXIDE|DMSO|Domoso|Infiltrina|NSC-763|RIMSO-50|Rimso 50|SQ 9453|Syntexan";"Small molecule";"4";"78.14";"136";"377";"-0.01";"17.07";"1";"0";"0";"0";"Y";"0.40";"";"";"-1.41";"-1.41";"0";"MOL";"0";"4";"1";"0";"0";"78.0139";"";"C2H6OS";"C[S+](C)[O-]"
"CHEMBL64894";"GENTIAN VIOLET";"CRYSTAL VIOLET|GENAPAX|GENTIAN VIOLET|GNF-Pf-880|GV 11|Gvs|METHYL VIOLET|METHYLROSANILINE CHLORIDE|METHYLROSANILINIUM CHLORIDE|Methylrosaniline Cl|Methylrosanilinium Cl|NSC-3090|Pyoktanin|Viocid";"Small molecule";"4";"407.99";"229";"1051";"4.46";"9.49";"2";"0";"0";"4";"N";"0.73";"";"4.83";"1.40";"1.39";"2";"MOL";"0";"28";"3";"0";"0";"372.2434";"NEUTRAL";"C25H30ClN3";"CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]"
"CHEMBL2108508";"INTERFERON ALFA-2A";"INTERFERON ALFA-2A|INTERFERON ALFA-2A (GENETICAL RECOMBINATION)|RO 22-8181|RO-22-8181|ROFERON-A";"Protein";"4";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL190461";"CANNABIDIOL";"BTX-1503|CANNABIDIOL|CBD|EPIDIOLEX|GWP-42003|GWP-42003-P|GWP42003|GWP42003-P";"Small molecule";"4";"314.47";"22";"78";"5.85";"40.46";"2";"2";"1";"6";"N";"0.51";"9.13";"";"6.33";"6.32";"1";"MOL";"0";"23";"2";"2";"1";"314.2246";"NEUTRAL";"C21H30O2";"C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O"
"CHEMBL1200841";"PROCAINE HYDROCHLORIDE";"NOVOCAIN|PASCONEURAL N|PROCAINE HYDROCHLORIDE|SP-01A|SP01A";"Small molecule";"4";"272.78";"16";"22";"1.77";"55.56";"4";"1";"0";"6";"N";"0.60";"";"8.96";"1.88";"0.31";"1";"MOL";"0";"17";"4";"2";"0";"236.1525";"BASE";"C13H21ClN2O2";"CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl"
"CHEMBL2108509";"INTERFERON ALFA-N1";"INTERFERON ALFA-N1|WELLFERON";"Protein";"2";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL511142";"BUPRENORPHINE";"ALKS-5461 COMPONENT BUPRENORPHINE|BUPEAZE|BUPLAST|BUPRENORPHINE|BUTEC|BUTRANS|HAPOCTASIN|PANITAZ|PRENOTRIX|RELETRANS|SEVODYNE|SUBLOCADE|TEMGESIC|TEPHINE|TRANSTEC";"Small molecule";"4";"467.65";"47";"264";"4.41";"62.16";"5";"2";"0";"4";"N";"0.69";"10.42";"9.63";"3.55";"1.61";"1";"MOL";"0";"34";"5";"2";"0";"467.3036";"BASE";"C29H41NO4";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5"
"CHEMBL435128";"CAPRAVIRINE";"CAPRAVIRINE|S-1153";"Small molecule";"2";"451.38";"10";"43";"5.50";"83.03";"6";"1";"1";"7";"N";"0.51";"";"5.47";"4.86";"4.86";"3";"MOL";"0";"29";"6";"2";"1";"450.0684";"NEUTRAL";"C20H20Cl2N4O2S";"CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1"
"CHEMBL3827379";"BMS-955176";"BMS-955176|GSK-3532795";"Small molecule";"2";"691.03";"16";"144";"8.11";"86.71";"5";"2";"2";"7";"N";"0.28";"4.10";"10.55";"4.49";"4.49";"1";"MOL";"0";"49";"6";"2";"2";"690.4430";"ZWITTERION";"C42H62N2O4S";"C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"
"CHEMBL1201567";"FILGRASTIM";"ACCOFIL|FILGRASTIM|FILGRASTIM-SNDZ|KRN-8601|MBRI-9901|NEUPOGEN|NEUPOGEN 30|NEUPOGEN 48|NIVESTIM|R-METHUG-CSF|TBO-FILGRASTIM|TX-01|TX01|XM-02|XM02|ZARZIO";"Protein";"4";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";""
"CHEMBL1201565";"EPOETIN ALFA";"BINOCRIT|EPO|EPOETIN ALFA|EPOGEN|EPREX|Epoetin alfa|PROCRIT";"Protein";"4";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";""
